"10694,16351,""Each banking day in Luxembourg as well as the first calendar day of the month, unless the first day of the month is a Saturday or a Sunday."",0.0,Pictet Funds,39";;;;;;;;;;;
"10695,16643,""In addition, the Compartment may invest up to 10% of its net assets in UCIs."",1.0,Pictet Funds,39";;;;;;;;;;;
10696,16867,Remittance of orders,0.0,Pictet Funds,39;;;;;;;;;;;
10697,17047,Frequency of NAV calculations,0.0,Pictet Funds,39;;;;;;;;;;;
"10698,17049,""A credit risk generally includes bankruptcy, insolvency, court-ordered  reorganisation/liquida tion,  reschedul-ing  of  debts  or  non-payment  of  debts  payable."",0.0,Pictet Funds,39";;;;;;;;;;;
10699,17505,Investors should be aware that the acquisition of derivative instruments involves certain risks that could have a negative effect on the performance of the compartment.,0.0,Pictet Funds,39;;;;;;;;;;;
"10700,17613,""Investments will offer significant liquidity and will be rated  at  least  B3  by  Moody’s  and  B-  by  Standard  & Poor’s  or,  when  there  is  no  Moody’s  or  Standard  & Poor’s  rating,  be  of  equivalent  quality  based  on  the manager’s analysis."",0.0,Pictet Funds,39";;;;;;;;;;;
10701,20818,Investments in convertible bonds will not exceed 20% of the compartment’s net assets.,1.0,Pictet Funds,39;;;;;;;;;;;
10702,21512,The Compartment may also invest up to one-third of its assets in money market instruments.,1.0,Pictet Funds,39;;;;;;;;;;;
10703,21576,The compartment is an investment vehicle for inves-tors:,0.0,Pictet Funds,39;;;;;;;;;;;
10704,550,P Cap,0.0,Pictet Funds,40;;;;;;;;;;;
10705,786,LU0128473435,0.0,Pictet Funds,40;;;;;;;;;;;
10706,1000,I,0.0,Pictet Funds,40;;;;;;;;;;;
10707,1050,LU0128470845,0.0,Pictet Funds,40;;;;;;;;;;;
10708,1111,R,0.0,Pictet Funds,40;;;;;;;;;;;
10709,2005,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10710,2127,LU0174611334,0.0,Pictet Funds,40;;;;;;;;;;;
10711,2135,0%,0.0,Pictet Funds,40;;;;;;;;;;;
10712,2161,Base currency,0.0,Pictet Funds,40;;;;;;;;;;;
10713,2304,,0.0,Pictet Funds,40;;;;;;;;;;;
10714,2399,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10715,2404,LU0174586395,0.0,Pictet Funds,40;;;;;;;;;;;
10716,2541,Z Distr,0.0,Pictet Funds,40;;;;;;;;;;;
10717,2698,–,0.0,Pictet Funds,40;;;;;;;;;;;
10718,3271,–,0.0,Pictet Funds,40;;;;;;;;;;;
10719,3340,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10720,3659,0%,0.0,Pictet Funds,40;;;;;;;;;;;
10721,3739,,0.0,Pictet Funds,40;;;;;;;;;;;
10722,3889,Per year of the average net assets attributable to this type of share.,0.0,Pictet Funds,40;;;;;;;;;;;
10723,4077,LU0207178400,0.0,Pictet Funds,40;;;;;;;;;;;
10724,4564,,0.0,Pictet Funds,40;;;;;;;;;;;
10725,4574,(1),0.0,Pictet Funds,40;;;;;;;;;;;
10726,4624,LU0174592799,0.0,Pictet Funds,40;;;;;;;;;;;
10727,4705,Manage-ment,0.0,Pictet Funds,40;;;;;;;;;;;
10728,4709,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10729,5003,LU0128471819,0.0,Pictet Funds,40;;;;;;;;;;;
10730,5445,USD,0.0,Pictet Funds,40;;;;;;;;;;;
10731,6478,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10732,6584,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10733,6892,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10734,7563,Custodian Bank,0.0,Pictet Funds,40;;;;;;;;;;;
10735,7673,0.90% 0.35%,0.0,Pictet Funds,40;;;;;;;;;;;
10736,7832,1 million,0.0,Pictet Funds,40;;;;;;;;;;;
10737,7941,(1),0.0,Pictet Funds,40;;;;;;;;;;;
10738,8000,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10739,8355,,0.0,Pictet Funds,40;;;;;;;;;;;
10740,8400,Dividend distribution,0.0,Pictet Funds,40;;;;;;;;;;;
10741,8512,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
"10742,8562,""* (1)  EUR 1,000,000 converted to CHF and USD, respectively, on the day of the NAV calculation."",0.0,Pictet Funds,40";;;;;;;;;;;
10743,8777,42,0.0,Pictet Funds,40;;;;;;;;;;;
10744,8874,–,0.0,Pictet Funds,40;;;;;;;;;;;
10745,9169,The original French text is the legally binding version,0.0,Pictet Funds,40;;;;;;;;;;;
10746,9185,CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10747,9364,CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10748,9541,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10749,9568,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10750,9632,–,0.0,Pictet Funds,40;;;;;;;;;;;
10751,9700,–,0.0,Pictet Funds,40;;;;;;;;;;;
10752,10090,Initial min.,0.0,Pictet Funds,40;;;;;;;;;;;
10753,10373,,0.0,Pictet Funds,40;;;;;;;;;;;
10754,11375,ISIN code,0.0,Pictet Funds,40;;;;;;;;;;;
10755,11600,,0.0,Pictet Funds,40;;;;;;;;;;;
10756,11866,0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10757,11975,–,0.0,Pictet Funds,40;;;;;;;;;;;
10758,11990,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10759,12017,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10760,12608,LU0128472205,0.0,Pictet Funds,40;;;;;;;;;;;
10761,12634,CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10762,12991,HP Cap-USD,0.0,Pictet Funds,40;;;;;;;;;;;
10763,13031,CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10764,13096,0.90% 0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10765,13511,–,0.0,Pictet Funds,40;;;;;;;;;;;
10766,13614,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10767,13700,–,0.0,Pictet Funds,40;;;;;;;;;;;
10768,13979,Z Cap,0.0,Pictet Funds,40;;;;;;;;;;;
10769,14105,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10770,14202,PICTET FUNDS (LUX) – EUR CORPORATE BONDS,0.0,Pictet Funds,40;;;;;;;;;;;
10771,14438,Subscription and redemption currencies,0.0,Pictet Funds,40;;;;;;;;;;;
10772,14631,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10773,14887,,0.0,Pictet Funds,40;;;;;;;;;;;
10774,14966,HP Cap-CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10775,15283,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10776,15307,–,0.0,Pictet Funds,40;;;;;;;;;;;
10777,15329,USD,0.0,Pictet Funds,40;;;;;;;;;;;
10778,15356,0.60% 0.35%,0.0,Pictet Funds,40;;;;;;;;;;;
10779,15516,,0.0,Pictet Funds,40;;;;;;;;;;;
10780,15669,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10781,15796,,0.0,Pictet Funds,40;;;;;;;;;;;
10782,15980,USD,0.0,Pictet Funds,40;;;;;;;;;;;
10783,16024,,0.0,Pictet Funds,40;;;;;;;;;;;
10784,16399,0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10785,16500,,0.0,Pictet Funds,40;;;;;;;;;;;
10786,16558,0.60% 0.35%,0.0,Pictet Funds,40;;;;;;;;;;;
10787,16743,–,0.0,Pictet Funds,40;;;;;;;;;;;
10788,16830,,0.0,Pictet Funds,40;;;;;;;;;;;
10789,16889,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10790,17080,USD,0.0,Pictet Funds,40;;;;;;;;;;;
10791,18305,–,0.0,Pictet Funds,40;;;;;;;;;;;
10792,18316,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10793,18549,1.25% 0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10794,18593,–,0.0,Pictet Funds,40;;;;;;;;;;;
10795,18607,HI-CHF,0.0,Pictet Funds,40;;;;;;;;;;;
10796,18613,LU0222474768,0.0,Pictet Funds,40;;;;;;;;;;;
10797,18753,0.60% 0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10798,19010,Fees (max %) *Service,0.0,Pictet Funds,40;;;;;;;;;;;
10799,19025,LU0174610955,0.0,Pictet Funds,40;;;;;;;;;;;
10800,19132,0.05%,0.0,Pictet Funds,40;;;;;;;;;;;
10801,20073,EUR,0.0,Pictet Funds,40;;;;;;;;;;;
10802,20255,–,0.0,Pictet Funds,40;;;;;;;;;;;
10803,20328,Type of share Acti vated,0.0,Pictet Funds,40;;;;;;;;;;;
10804,20637,0.90% 0.35%,0.0,Pictet Funds,40;;;;;;;;;;;
10805,20968,0.90% 0.30%,0.0,Pictet Funds,40;;;;;;;;;;;
10806,21305,P Distr,0.0,Pictet Funds,40;;;;;;;;;;;
10807,21331,HI-USD,0.0,Pictet Funds,40;;;;;;;;;;;
10808,21444,–,0.0,Pictet Funds,40;;;;;;;;;;;
10809,21561,–,0.0,Pictet Funds,40;;;;;;;;;;;
"10810,976,""Although  the  compartment  intends  to  invest predominantly  in  listed  securities  or  in  securities traded on regulated markets, some risk of illiquidity may still exist, due to the relatively undeveloped na-"",1.0,Pictet Funds,41";;;;;;;;;;;
"10811,1920,""Specifically,  the  compartment  may  conduct  credit default swaps."",0.0,Pictet Funds,41";;;;;;;;;;;
10812,1948,A credit default swap is a bilateral fi-nancial  agreement  under  which  a  counterparty  (the,0.0,Pictet Funds,41;;;;;;;;;;;
10813,2943,Consolidation currency of the compartment: USD,0.0,Pictet Funds,41;;;;;;;;;;;
10814,4151,•  Who  wish  to  invest  in  fixed-income  securities,0.0,Pictet Funds,41;;;;;;;;;;;
"10815,4607,""Investment  in  this  compartment  is  subject,  among other  risks,  to  political  risks,  capital  repatriation  re-strictions,  counterparty  risks,  and  volatility  and/or illiquidity risks in the markets of the emerging coun-tries in question."",0.0,Pictet Funds,41";;;;;;;;;;;
10816,6161,least 4 years).,0.0,Pictet Funds,41;;;;;;;;;;;
"10817,6534,""In addition, the Compartment may invest up to 10% of its net assets in UCIs."",1.0,Pictet Funds,41";;;;;;;;;;;
"10818,6641,""Although  it  is presumed that these reforms should be beneficial to these economies in the long term, there is no assur-ance that these reforms will be continued or that they will achieve the expected results."",0.0,Pictet Funds,41";;;;;;;;;;;
10819,7102,Investors should be aware that the acquisition of derivative instruments involves certain risks that could have a negative effect on the performance of the compartment.,0.0,Pictet Funds,41;;;;;;;;;;;
10820,7647,•  Who  prefer  a  medium-term  saving  strategy  (at,0.0,Pictet Funds,41;;;;;;;;;;;
10821,7843,Investor type profile,0.0,Pictet Funds,41;;;;;;;;;;;
"10822,9421,""The International  Swaps  and  Derivatives  Association (ISDA)  has  published  standardised  documentation for  these  transactions,  included  in  the  ISDA  Master Agreement."",0.0,Pictet Funds,41";;;;;;;;;;;
"10823,9442,""The  compartment  may  also  invest  in  warrants  on fixed-income transferable securities, but investments in such warrants may account for no more than 10% of the compartment’s net assets."",1.0,Pictet Funds,41";;;;;;;;;;;
"10824,11025,""Political and economic risksIn  most  of  the  countries  in  which  the  compartment invests,  the  governments  are  implementing  policies of  economic  and  social  liberalisation."",0.0,Pictet Funds,41";;;;;;;;;;;
10825,11766,The original French text is the legally binding version,0.0,Pictet Funds,41;;;;;;;;;;;
"10826,12733,""Manager: PAM SA, PAM Ltd"",0.0,Pictet Funds,41";;;;;;;;;;;
"10827,13146,""Investments in unlisted securities and in Russia other than on the RTS and the MICEX stock exchanges, will not exceed 10% of the compartment’s net assets."",1.0,Pictet Funds,41";;;;;;;;;;;
10828,13658,•  Who are risk tolerant;,0.0,Pictet Funds,41;;;;;;;;;;
10829,14025,7.  PICTET FUNDS (LUX) – GLOBAL EMERGING DEBT,0.0,Pictet Funds,41;;;;;;;;;;;
"10830,14615,""These countries  include,  but  are  not  limited  to,  the  follow-ing: Mexico, Hong Kong, Singapore, Turkey, Poland, the  Czech  Republic,  Hungary,  Israel,  South  Africa, Chile,  Slovakia,  Brazil,  the  Philippines,  Argentina, Thailand, South Korea, Colombia, Taiwan, Indonesia, India,  China,  Romania,  Ukraine,  Malaysia,  Croatia, and Russia."",0.0,Pictet Funds,41";;;;;;;;;;;
10831,14690,At least two-thirds of the total assets or wealth of the compartment will be invested in bonds and other debt instruments issued or guaranteed by national or local governments of emerging countries and/or other is-suers domiciled in emerging countries.,1.0,Pictet Funds,41;;;;;;;;;;;
"10832,14780,""In addition, due to their volati-lity, warrants present an above-average economic risk."",0.0,Pictet Funds,41";;;;;;;;;;;
"10833,15504,""The  compartment’s  objective  is  to  seek  revenue  and capital growth by investing its portfolio in bonds and money  market  instruments  in  emerging  countries, within  the  limits  allowed  by  the  investment  restric-tions."",1.0,Pictet Funds,41";;;;;;;;;;;
10834,15564,The compartment is an investment vehicle for inves-tors:,0.0,Pictet Funds,41;;;;;;;;;;;
10835,15777,The  pro tection  buyer acquires the right to sell a particular bond issued by the  reference  issuer  at  its  face  value  (or  at  another base  value  or  strike  price)  if  a  credit  risk  arises.,0.0,Pictet Funds,41;;;;;;;;;;;
10836,16677,“protection  buyer”)  pays  a  premium  against  an  un-dertaking  by  the  “protection  seller”  to  pay  a  certain amount if the reference issuer is the subject of a credit risk  stipulated  in  the  contract.,0.0,Pictet Funds,41;;;;;;;;;;;
10837,16784,Investments may be denominated in any currencies.,0.0,Pictet Funds,41;;;;;;;;;;;
"10838,17198,""The compartment may use derivative techniques and instruments for efficient management, within the lim-its specified in the investment restrictions."",1.0,Pictet Funds,41";;;;;;;;;;;
"10839,17507,""The compartment may also invest in structured prod-ucts,  such  as  bonds  or  other  transferable  securities whose  returns  are  linked  to  the  performance  of  an index, transferable securities or a basket of transfer-able  securities,  or  an  undertaking  for  collective  in-vestment, for example."",1.0,Pictet Funds,41";;;;;;;;;;;
10840,17662,from issuers located in emerging markets;,0.0,Pictet Funds,41;;;;;;;;;;
10841,17679,Risk factors,0.0,Pictet Funds,41;;;;;;;;;;;
10842,17865,This  compart-ment is generally only suitable for investors seeking a long-term investment.,0.0,Pictet Funds,41;;;;;;;;;;;
10843,18136,Investments in money market instruments will not ex-ceed one-third of the net assets of the compartment.,1.0,Pictet Funds,41;;;;;;;;;;;
"10844,18779,""Investors  should  be  aware  that,  due  to  the  political and  economic  situations  in  emerging  countries,  in-vestment  in  this  compartment  presents  greater  risk and  is  intended  only  for  investors  who  are  able  to bear  and  assume  this  increased  risk."",0.0,Pictet Funds,41";;;;;;;;;;;
10845,20030,43,0.0,Pictet Funds,41;;;;;;;;;;;
10846,20134,Investment policy and objectives,0.0,Pictet Funds,41;;;;;;;;;;;
"10847,20253,""These  reforms  may  be  challenged  or  slowed  by  po-litical or social events, or by national or international armed conflicts (such as the conflict in the former Yu-goslavia). All these political risks may affect the capi-tal gains objectives set for the compartment."",0.0,Pictet Funds,41";;;;;;;;;;;
"10848,20674,""Volatility and illiquidity risksDue to the above-mentioned risk of instability caused by  political  and  economic  developments,  the  rates for transferable securities in which the compartment invests  may  fluctuate  significantly  in  short-term  pe-riods."",0.0,Pictet Funds,41";;;;;;;;;;;
"10849,20778,""A credit risk generally includes bankruptcy, insolvency, court-ordered  reorganisation/liquida tion,  reschedul-ing  of  debts  or  non-payment  of  debts  payable."",0.0,Pictet Funds,41";;;;;;;;;;;
"10850,21476,""Emerging countries are defined as those considered, at  the  time  of  investing,  as  industrially  developing countries  by  the  International  Monetary  Fund,  the World  Bank,  the  International  Finance  Corporation (IFC) or one of the leading investment banks."",0.0,Pictet Funds,41";;;;;;;;;;;
10851,1251,The  net  asset  value  will  not  be  calculated  for  days when  prices  for  at  least  25%  of  the  Compartment’s assets are not available due to the closure of agents on the relevant investment markets.,0.0,Pictet Funds,42;;;;;;;;;;;
10852,2636,Frequency of NAV calculations,0.0,Pictet Funds,42;;;;;;;;;;;
10853,2835,Payment value date for subscriptions and redemptions,0.0,Pictet Funds,42;;;;;;;;;;;
10854,2926,Shares not yet issued that may be activated at a later date,0.0,Pictet Funds,42;;;;;;;;;;;
10855,3112,ture of the stock markets in the countries in question compared to those of the more developed countries in Western Europe.,0.0,Pictet Funds,42;;;;;;;;;;;
10856,3242,Counterparty and transaction risksThe Board of Directors and the Custodian Bank must utilise  local  service  providers  for  the  safekeeping  of the compartment’s assets and for the execution of se-curities transactions.,1.0,Pictet Funds,42;;;;;;;;;;;
10857,4215,“Z Distr” shares as defined in the section “Sub-classes of Shares”.,0.0,Pictet Funds,42;;;;;;;;;;;
"10858,5000,""Ownership of securitiesIn most of the Eastern European countries, the legal en-vironment and laws governing ownership of securities are imprecise and do not provide the same guarantees as the laws in Western European countries."",0.0,Pictet Funds,42";;;;;;;;;;;
"10859,6831,""In-vestors should be aware that this compartment, and therefore its shareholders, will bear the risks related to its investments."",0.0,Pictet Funds,42";;;;;;;;;;;
"10860,7239,""Although  the  Board  of  Directors  and  the  Custodian Bank intend to use only the best-qualified service pro-viders  in  each  of  the  markets  concerned,  the  choice of  providers  in  some  countries  may  be  very  limited and  even  the  best-qualified  providers  may  not  offer guarantees  comparable  to  those  given  by  financial institutions  and  brokerage  firms  operating  in  devel-oped countries."",0.0,Pictet Funds,42";;;;;;;;;;;
"10861,8169,""Initial subscription of HI-JPY shares will take place on 18 February 2010, until 3:00 pm."",0.0,Pictet Funds,42";;;;;;;;;;;
10862,9428,It must there-fore be expected that exchange risks cannot always be hedged and the volatility of the currencies in the coun-tries in which the compartment invests may affect the net asset value of the compartment.,1.0,Pictet Funds,42;;;;;;;;;;;
"10863,10351,""Due to the risk of volatility, this compartment  can  only  be  recommended  for  long-term investments."",0.0,Pictet Funds,42";;;;;;;;;;;
10864,10605,Currency exchange risksThe compartment’s investments will be mainly denom-inated in the national currency of the issuer.,0.0,Pictet Funds,42;;;;;;;;;;;
"10865,10737,""Con-sequently,  the  accounting  and  financial  information on the companies in which the compartment invests may be more cursory and less reliable."",0.0,Pictet Funds,42";;;;;;;;;;;
10866,11856,44,0.0,Pictet Funds,42;;;;;;;;;;;
"10867,12072,""Accounting standardsIn addition, in some emerging markets, the applicable accounting and auditing standards are not as strict as those  applied  in  Western  European  countries."",0.0,Pictet Funds,42";;;;;;;;;;;
"10868,12348,""Initial  subscription  price:  The  net  asset  value  of  the “P Distr” share, on the day it is activated."",0.0,Pictet Funds,42";;;;;;;;;;;
10869,12632,The effect of net asset value corrections described in the  section  “Calculation  of  the  net  asset  value”  will not exceed 3%.,1.0,Pictet Funds,42;;;;;;;;;;;
10870,14612,ConversionThe most restrictive time period of the two compart-ments concerned.,0.0,Pictet Funds,42;;;;;;;;;;;
"10871,15665,""This risk is accentuated by the risk of  illiquidity,  which,  in  crisis  periods,  may  give  rise to suspension of the calculation of the net asset value and momentarily impede the right of shareholders to redeem their shares."",0.0,Pictet Funds,42";;;;;;;;;;;
